year,month,day,hour,experimental.day,microsite,rep,temp,RH
2013,4,27,9,1,shrub,1,30.268,22.659
2013,4,27,10,1,shrub,1,36.579,19.43
2013,4,27,11,1,shrub,1,40.142,15.762
2013,4,27,12,1,shrub,1,47.908,12.874
2013,4,27,13,1,shrub,1,46.866,11.307
2013,4,27,14,1,shrub,1,44.196,10.08
2013,4,27,15,1,shrub,1,42.564,10.1
2013,4,27,16,1,shrub,1,39.488,10.303
2013,4,27,17,1,shrub,1,36.661,10.512
2013,4,27,18,1,shrub,1,33.626,11.256
2013,4,27,19,1,shrub,1,29.74,12.684
2013,4,27,20,1,shrub,1,24.05,15.578
2013,4,27,21,1,shrub,1,21.079,17.142
2013,4,27,22,1,shrub,1,20.269,17.838
2013,4,27,23,1,shrub,1,19.746,18.104
2013,4,28,0,2,shrub,1,18.39,19.274
2013,4,28,1,2,shrub,1,16.606,20.983
2013,4,28,2,2,shrub,1,16.129,21.35
2013,4,28,3,2,shrub,1,16.225,23.115
2013,4,28,4,2,shrub,1,15.7,24.717
2013,4,28,5,2,shrub,1,15.652,28.441
2013,4,28,6,2,shrub,1,15.605,31.621
2013,4,28,7,2,shrub,1,18.081,30.312
2013,4,28,8,2,shrub,1,25.477,21.908
2013,4,28,9,2,shrub,1,31.637,18.62
2013,4,28,10,2,shrub,1,37.921,16.351
2013,4,28,11,2,shrub,1,41.152,14.165
2013,4,28,12,2,shrub,1,49.683,11.741
2013,4,28,13,2,shrub,1,48.304,11.686
2013,4,28,14,2,shrub,1,45.782,11.344
2013,4,28,15,2,shrub,1,43.707,10.503
2013,4,28,16,2,shrub,1,41.21,10.687
2013,4,28,17,2,shrub,1,38.7,11.065
2013,4,28,18,2,shrub,1,35.502,12.037
2013,4,28,19,2,shrub,1,31.612,14.155
2013,4,28,20,2,shrub,1,25.574,17.084
2013,4,28,21,2,shrub,1,23.761,18.069
2013,4,28,22,2,shrub,1,22.393,19.288
2013,4,28,23,2,shrub,1,20.674,21.02
2013,4,29,0,3,shrub,1,20.889,22.996
2013,4,29,1,3,shrub,1,20.198,26.288
2013,4,29,2,3,shrub,1,19.318,30.555
2013,4,29,3,3,shrub,1,18.58,32.537
2013,4,29,4,3,shrub,1,17.368,34.721
2013,4,29,5,3,shrub,1,16.534,35.117
2013,4,29,6,3,shrub,1,14.888,36.707
2013,4,29,7,3,shrub,1,19.222,30.895
2013,4,29,8,3,shrub,1,26.329,22.772
2013,4,29,9,3,shrub,1,32.433,18.361
2013,4,29,10,3,shrub,1,39.177,14.935
2013,4,29,11,3,shrub,1,42.356,12.956
2013,4,29,12,3,shrub,1,50.266,10.873
2013,4,29,13,3,shrub,1,49.513,10.601
2013,4,29,14,3,shrub,1,47.092,10.349
2013,4,29,15,3,shrub,1,44.936,10.59
2013,4,29,16,3,shrub,1,42.356,10.811
2013,4,29,17,3,shrub,1,39.743,11.067
2013,4,29,18,3,shrub,1,36.606,11.69
2013,4,29,19,3,shrub,1,32.794,12.701
2013,4,29,20,3,shrub,1,27.974,15.167
2013,4,29,21,3,shrub,1,24.75,16.815
2013,4,29,22,3,shrub,1,24.847,19.432
2013,4,29,23,3,shrub,1,23.785,20.846
2013,4,30,0,4,shrub,1,21.676,23.085
2013,4,30,1,4,shrub,1,20.222,24.968
2013,4,30,2,4,shrub,1,19.294,26.115
2013,4,30,3,4,shrub,1,18.533,27.686
2013,4,30,4,4,shrub,1,17.891,29.11
2013,4,30,5,4,shrub,1,16.773,31.654
2013,4,30,6,4,shrub,1,16.725,33.366
2013,4,30,7,4,shrub,1,19.936,31.06
2013,4,30,8,4,shrub,1,27.924,23.134
2013,4,30,9,4,shrub,1,32.872,20.051
2013,4,30,10,4,shrub,1,38.532,16.071
2013,4,30,11,4,shrub,1,40.891,14.31
2013,4,30,12,4,shrub,1,47.711,12.305
2013,4,30,13,4,shrub,1,46.609,12.259
2013,4,30,14,4,shrub,1,43.738,13.095
2013,4,30,15,4,shrub,1,42.654,12.89
2013,4,30,16,4,shrub,1,40.602,13.039
2013,4,30,17,4,shrub,1,38.032,13.906
2013,4,30,18,4,shrub,1,34.863,15.349
2013,4,30,19,4,shrub,1,31.996,17.35
2013,4,30,20,4,shrub,1,29.04,20.498
2013,4,30,21,4,shrub,1,26.818,25.8
2013,4,30,22,4,shrub,1,25.186,31.612
2013,4,30,23,4,shrub,1,23.424,36.185
2013,5,1,0,5,shrub,1,21.461,39.185
2013,5,1,1,5,shrub,1,19.46,42.893
2013,5,1,2,5,shrub,1,18.628,43.779
2013,5,1,3,5,shrub,1,17.344,46.79
2013,5,1,4,5,shrub,1,16.558,48.249
2013,5,1,5,5,shrub,1,15.485,49.495
2013,5,1,6,5,shrub,1,16.368,26.886
2013,5,1,7,5,shrub,1,19.222,14.59
2013,5,1,8,5,shrub,1,23.376,11.379
2013,5,1,9,5,shrub,1,27.751,9.781
2013,5,1,10,5,shrub,1,33.652,9.139
2013,5,1,11,5,shrub,1,37.425,7.922
2013,5,1,12,5,shrub,1,42.119,7.353
2013,5,1,13,5,shrub,1,42.654,7.692
2013,5,1,14,5,shrub,1,40.057,7.367
2013,5,1,15,5,shrub,1,38.365,7.793
2013,5,1,16,5,shrub,1,35.85,7.79
2013,5,1,17,5,shrub,1,33.261,8.021
2013,5,1,18,5,shrub,1,29.54,8.366
2013,5,1,19,5,shrub,1,25.914,9.016
2013,5,1,20,5,shrub,1,22.585,10.544
2013,5,1,21,5,shrub,1,18.723,12.242
2013,5,1,22,5,shrub,1,19.508,13.93
2013,5,1,23,5,shrub,1,18.628,14.337
2013,5,2,0,6,shrub,1,17.463,14.802
2013,5,2,1,6,shrub,1,16.225,15.259
2013,5,2,2,6,shrub,1,15.39,15.512
2013,5,2,3,6,shrub,1,14.745,15.774
2013,5,2,4,6,shrub,1,14.337,15.311
2013,5,2,5,6,shrub,1,13.618,16.228
2013,5,2,6,6,shrub,1,13.016,16.708
2013,5,2,7,6,shrub,1,15.533,15.52
2013,5,2,8,6,shrub,1,20.269,12.763
2013,5,2,9,6,shrub,1,24.726,11.893
2013,5,2,10,6,shrub,1,29.615,11.327
2013,5,2,11,6,shrub,1,35.182,9.431
2013,5,2,12,6,shrub,1,42.475,8.009
2013,5,2,13,6,shrub,1,41.883,8.231
2013,5,2,14,6,shrub,1,39.036,7.976
2013,5,2,15,6,shrub,1,36.661,8.215
2013,5,2,16,6,shrub,1,34.783,8.785
2013,5,2,17,6,shrub,1,32.278,9.168
2013,5,2,18,6,shrub,1,29.215,9.992
2013,5,2,19,6,shrub,1,25.623,11.548
2013,5,2,20,6,shrub,1,22.082,13.07
2013,5,2,21,6,shrub,1,19.746,14.466
2013,5,2,22,6,shrub,1,16.392,16.006
2013,5,2,23,6,shrub,1,14.84,16.953
2013,4,27,9,1,shrub,2,37.425,18.943
2013,4,27,10,1,shrub,2,44.104,15.405
2013,4,27,11,1,shrub,2,50.508,11.895
2013,4,27,12,1,shrub,2,51.667,11.252
2013,4,27,13,1,shrub,2,46.385,10.725
2013,4,27,14,1,shrub,2,43.829,9.745
2013,4,27,15,1,shrub,2,42.386,9.533
2013,4,27,16,1,shrub,2,39.8,9.917
2013,4,27,17,1,shrub,2,35.208,10.77
2013,4,27,18,1,shrub,2,32.355,11.633
2013,4,27,19,1,shrub,2,28.617,13.288
2013,4,27,20,1,shrub,2,24.05,15.352
2013,4,27,21,1,shrub,2,21.628,17.394
2013,4,27,22,1,shrub,2,20.674,17.713
2013,4,27,23,1,shrub,2,20.198,17.908
2013,4,28,0,2,shrub,2,18.937,19.014
2013,4,28,1,2,shrub,2,17.391,20.67
2013,4,28,2,2,shrub,2,16.796,21.14
2013,4,28,3,2,shrub,2,16.749,22.972
2013,4,28,4,2,shrub,2,16.249,24.543
2013,4,28,5,2,shrub,2,16.153,28.411
2013,4,28,6,2,shrub,2,16.106,31.734
2013,4,28,7,2,shrub,2,22.034,25.815
2013,4,28,8,2,shrub,2,30.722,17.737
2013,4,28,9,2,shrub,2,39.234,14.156
2013,4,28,10,2,shrub,2,45.845,12.468
2013,4,28,11,2,shrub,2,50.578,11.128
2013,4,28,12,2,shrub,2,52.782,10.643
2013,4,28,13,2,shrub,2,46.931,11.309
2013,4,28,14,2,shrub,2,45.373,10.687
2013,4,28,15,2,shrub,2,43.495,9.974
2013,4,28,16,2,shrub,2,41.268,10.371
2013,4,28,17,2,shrub,2,36.119,11.788
2013,4,28,18,2,shrub,2,33.469,12.808
2013,4,28,19,2,shrub,2,30.091,14.85
2013,4,28,20,2,shrub,2,25.428,17.076
2013,4,28,21,2,shrub,2,23.93,18.041
2013,4,28,22,2,shrub,2,22.753,19.125
2013,4,28,23,2,shrub,2,21.318,21.133
2013,4,29,0,3,shrub,2,21.151,22.941
2013,4,29,1,3,shrub,2,20.531,26.349
2013,4,29,2,3,shrub,2,19.722,30.588
2013,4,29,3,3,shrub,2,18.985,32.607
2013,4,29,4,3,shrub,2,17.915,34.602
2013,4,29,5,3,shrub,2,17.034,35.232
2013,4,29,6,3,shrub,2,15.557,35.9
2013,4,29,7,3,shrub,2,23.088,26.215
2013,4,29,8,3,shrub,2,32.15,18.421
2013,4,29,9,3,shrub,2,39.601,14.212
2013,4,29,10,3,shrub,2,45.972,11.993
2013,4,29,11,3,shrub,2,51.596,10.273
2013,4,29,12,3,shrub,2,52.709,10.395
2013,4,29,13,3,shrub,2,47.941,10.219
2013,4,29,14,3,shrub,2,46.899,9.776
2013,4,29,15,3,shrub,2,44.812,10.103
2013,4,29,16,3,shrub,2,42.684,10.344
2013,4,29,17,3,shrub,2,37.645,11.575
2013,4,29,18,3,shrub,2,34.889,12.167
2013,4,29,19,3,shrub,2,31.791,13.044
2013,4,29,20,3,shrub,2,27.505,15.372
2013,4,29,21,3,shrub,2,24.774,17.004
2013,4,29,22,3,shrub,2,24.46,19.483
2013,4,29,23,3,shrub,2,23.448,20.862
2013,4,30,0,4,shrub,2,21.963,22.995
2013,4,30,1,4,shrub,2,20.65,24.855
2013,4,30,2,4,shrub,2,19.746,26.077
2013,4,30,3,4,shrub,2,19.032,27.654
2013,4,30,4,4,shrub,2,18.39,29.01
2013,4,30,5,4,shrub,2,17.32,31.633
2013,4,30,6,4,shrub,2,17.249,33.276
2013,4,30,7,4,shrub,2,22.657,27.97
2013,4,30,8,4,shrub,2,32.304,20.093
2013,4,30,9,4,shrub,2,39.971,15.519
2013,4,30,10,4,shrub,2,45.719,12.542
2013,4,30,11,4,shrub,2,49.547,11.654
2013,4,30,12,4,shrub,2,48.905,11.71
2013,4,30,13,4,shrub,2,46.705,11.381
2013,4,30,14,4,shrub,2,43.435,12.606
2013,4,30,15,4,shrub,2,43.223,12.12
2013,4,30,16,4,shrub,2,41.443,12.363
2013,4,30,17,4,shrub,2,36.769,14.277
2013,4,30,18,4,shrub,2,34.255,15.551
2013,4,30,19,4,shrub,2,31.842,17.341
2013,4,30,20,4,shrub,2,29.09,20.352
2013,4,30,21,4,shrub,2,27.014,25.305
2013,4,30,22,4,shrub,2,25.477,31.425
2013,4,30,23,4,shrub,2,23.833,36.087
2013,5,1,0,5,shrub,2,21.987,39.274
2013,5,1,1,5,shrub,2,20.246,42.718
2013,5,1,2,5,shrub,2,19.389,43.671
2013,5,1,3,5,shrub,2,18.176,46.508
2013,5,1,4,5,shrub,2,17.391,48.133
2013,5,1,5,5,shrub,2,16.392,48.544
2013,5,1,6,5,shrub,2,16.987,26.686
2013,5,1,7,5,shrub,2,22.178,12.62
2013,5,1,8,5,shrub,2,27.308,9.687
2013,5,1,9,5,shrub,2,33.704,8.115
2013,5,1,10,5,shrub,2,37.315,7.839
2013,5,1,11,5,shrub,2,37.893,7.458
2013,5,1,12,5,shrub,2,39.008,7.254
2013,5,1,13,5,shrub,2,35.689,8.182
2013,5,1,14,5,shrub,2,34.836,7.677
2013,5,1,15,5,shrub,2,35.743,7.787
2013,5,1,16,5,shrub,2,32.587,7.84
2013,5,1,17,5,shrub,2,29.439,8.206
2013,5,1,18,5,shrub,2,27.161,8.361
2013,5,1,19,5,shrub,2,24.798,8.821
2013,5,1,20,5,shrub,2,22.369,10.192
2013,5,1,21,5,shrub,2,18.913,12.138
2013,5,1,22,5,shrub,2,19.793,13.606
2013,5,1,23,5,shrub,2,19.008,13.982
2013,5,2,0,6,shrub,2,17.891,14.525
2013,5,2,1,6,shrub,2,16.725,14.914
2013,5,2,2,6,shrub,2,15.963,15.098
2013,5,2,3,6,shrub,2,15.366,15.327
2013,5,2,4,6,shrub,2,15.008,14.829
2013,5,2,5,6,shrub,2,14.314,15.825
2013,5,2,6,6,shrub,2,13.786,16.164
2013,5,2,7,6,shrub,2,18.747,13.445
2013,5,2,8,6,shrub,2,26.451,10.659
2013,5,2,9,6,shrub,2,29.74,10.051
2013,5,2,10,6,shrub,2,31.868,9.937
2013,5,2,11,6,shrub,2,36.824,8.856
2013,5,2,12,6,shrub,2,40.057,8.09
2013,5,2,13,6,shrub,2,34.73,8.941
2013,5,2,14,6,shrub,2,34.176,8.526
2013,5,2,15,6,shrub,2,35.931,7.952
2013,5,2,16,6,shrub,2,31.816,9.23
2013,5,2,17,6,shrub,2,28.543,9.811
2013,5,2,18,6,shrub,2,26.549,10.509
2013,5,2,19,6,shrub,2,24.195,11.795
2013,5,2,20,6,shrub,2,21.342,13.339
2013,5,2,21,6,shrub,2,19.555,14.457
2013,5,2,22,6,shrub,2,16.63,15.945
2013,5,2,23,6,shrub,2,15.294,17.124
2013,4,27,9,1,shrub,3,30.849,24.325
2013,4,27,10,1,shrub,3,36.308,20.556
2013,4,27,11,1,shrub,3,39.829,17.842
2013,4,27,12,1,shrub,3,40.717,16.92
2013,4,27,13,1,shrub,3,39.545,14.484
2013,4,27,14,1,shrub,3,39.008,12.577
2013,4,27,15,1,shrub,3,38.087,12.694
2013,4,27,16,1,shrub,3,35.85,12.521
2013,4,27,17,1,shrub,3,36.878,11.937
2013,4,27,18,1,shrub,3,33.209,12.952
2013,4,27,19,1,shrub,3,28.196,14.607
2013,4,27,20,1,shrub,3,21.294,17.599
2013,4,27,21,1,shrub,3,18.747,19.478
2013,4,27,22,1,shrub,3,18.842,19.667
2013,4,27,23,1,shrub,3,18.604,19.799
2013,4,28,0,2,shrub,3,16.987,20.935
2013,4,28,1,2,shrub,3,15.151,22.9
2013,4,28,2,2,shrub,3,14.888,23.096
2013,4,28,3,2,shrub,3,15.318,24.761
2013,4,28,4,2,shrub,3,14.936,26.426
2013,4,28,5,2,shrub,3,14.84,30.041
2013,4,28,6,2,shrub,3,14.936,33.509
2013,4,28,7,2,shrub,3,20.96,28.618
2013,4,28,8,2,shrub,3,28.891,21.16
2013,4,28,9,2,shrub,3,35.582,18.152
2013,4,28,10,2,shrub,3,39.093,16.72
2013,4,28,11,2,shrub,3,41.327,16.288
2013,4,28,12,2,shrub,3,41.443,15.943
2013,4,28,13,2,shrub,3,40.862,15.093
2013,4,28,14,2,shrub,3,41.356,13.781
2013,4,28,15,2,shrub,3,41.21,12.354
2013,4,28,16,2,shrub,3,37.673,13.147
2013,4,28,17,2,shrub,3,37.618,13.027
2013,4,28,18,2,shrub,3,34.969,13.806
2013,4,28,19,2,shrub,3,30.041,16.145
2013,4,28,20,2,shrub,3,22.848,19.167
2013,4,28,21,2,shrub,3,22.082,20.08
2013,4,28,22,2,shrub,3,20.913,21.108
2013,4,28,23,2,shrub,3,18.937,23.155
2013,4,29,0,3,shrub,3,20.031,24.703
2013,4,29,1,3,shrub,3,19.199,28.02
2013,4,29,2,3,shrub,3,18.224,32.471
2013,4,29,3,3,shrub,3,17.582,34.264
2013,4,29,4,3,shrub,3,16.225,36.705
2013,4,29,5,3,shrub,3,15.461,37.031
2013,4,29,6,3,shrub,3,13.112,38.979
2013,4,29,7,3,shrub,3,21.963,29.086
2013,4,29,8,3,shrub,3,30.369,21.698
2013,4,29,9,3,shrub,3,35.85,18.09
2013,4,29,10,3,shrub,3,39.914,15.868
2013,4,29,11,3,shrub,3,43.223,14.812
2013,4,29,12,3,shrub,3,43.921,14.607
2013,4,29,13,3,shrub,3,42.505,13.516
2013,4,29,14,3,shrub,3,42.386,12.799
2013,4,29,15,3,shrub,3,41.21,13.144
2013,4,29,16,3,shrub,3,39.516,13.149
2013,4,29,17,3,shrub,3,39.743,12.765
2013,4,29,18,3,shrub,3,35.958,13.306
2013,4,29,19,3,shrub,3,31.561,14.498
2013,4,29,20,3,shrub,3,25.768,17.282
2013,4,29,21,3,shrub,3,22.513,19.074
2013,4,29,22,3,shrub,3,24.122,21.014
2013,4,29,23,3,shrub,3,23.04,22.484
2013,4,30,0,4,shrub,3,20.555,24.848
2013,4,30,1,4,shrub,3,18.961,26.835
2013,4,30,2,4,shrub,3,18.081,27.933
2013,4,30,3,4,shrub,3,17.344,29.554
2013,4,30,4,4,shrub,3,16.796,30.966
2013,4,30,5,4,shrub,3,15.605,33.808
2013,4,30,6,4,shrub,3,15.772,35.247
2013,4,30,7,4,shrub,3,21.7,30.263
2013,4,30,8,4,shrub,3,30.268,23.474
2013,4,30,9,4,shrub,3,35.958,19.775
2013,4,30,10,4,shrub,3,38.309,17.067
2013,4,30,11,4,shrub,3,40.343,16.395
2013,4,30,12,4,shrub,3,40.114,16.15
2013,4,30,13,4,shrub,3,40.171,15.295
2013,4,30,14,4,shrub,3,41.007,15.022
2013,4,30,15,4,shrub,3,40.516,14.842
2013,4,30,16,4,shrub,3,38.7,15.147
2013,4,30,17,4,shrub,3,39.149,15.012
2013,4,30,18,4,shrub,3,34.387,16.864
2013,4,30,19,4,shrub,3,31.103,19.081
2013,4,30,20,4,shrub,3,28.122,22.151
2013,4,30,21,4,shrub,3,25.72,27.597
2013,4,30,22,4,shrub,3,24.315,33.15
2013,4,30,23,4,shrub,3,22.465,37.935
2013,5,1,0,5,shrub,3,19.746,43.122
2013,5,1,1,5,shrub,3,17.843,45.825
2013,5,1,2,5,shrub,3,17.249,46.842
2013,5,1,3,5,shrub,3,15.915,49.645
2013,5,1,4,5,shrub,3,15.294,51.181
2013,5,1,5,5,shrub,3,13.93,53.873
2013,5,1,6,5,shrub,3,16.392,27.45
2013,5,1,7,5,shrub,3,20.936,14.823
2013,5,1,8,5,shrub,3,25.453,12.154
2013,5,1,9,5,shrub,3,29.464,10.856
2013,5,1,10,5,shrub,3,32.175,10.886
2013,5,1,11,5,shrub,3,33.757,10.086
2013,5,1,12,5,shrub,3,33.887,9.934
2013,5,1,13,5,shrub,3,34.334,10.344
2013,5,1,14,5,shrub,3,33.469,9.84
2013,5,1,15,5,shrub,3,31.535,10.237
2013,5,1,16,5,shrub,3,30.849,9.976
2013,5,1,17,5,shrub,3,31.103,9.83
2013,5,1,18,5,shrub,3,27.235,10.072
2013,5,1,19,5,shrub,3,22.633,11.272
2013,5,1,20,5,shrub,3,19.532,12.541
2013,5,1,21,5,shrub,3,12.823,14.426
2013,5,1,22,5,shrub,3,18.01,15.646
2013,5,1,23,5,shrub,3,16.987,16.037
2013,5,2,0,6,shrub,3,15.581,16.626
2013,5,2,1,6,shrub,3,14.17,17.062
2013,5,2,2,6,shrub,3,13.69,17.328
2013,5,2,3,6,shrub,3,13.112,17.587
2013,5,2,4,6,shrub,3,12.92,17.285
2013,5,2,5,6,shrub,3,12.05,17.999
2013,5,2,6,6,shrub,3,11.394,18.503
2013,5,2,7,6,shrub,3,15.796,16.858
2013,5,2,8,6,shrub,3,23.424,14.417
2013,5,2,9,6,shrub,3,27.186,12.381
2013,5,2,10,6,shrub,3,28.742,11.755
2013,5,2,11,6,shrub,3,33.835,10.795
2013,5,2,12,6,shrub,3,37.783,9.763
2013,5,2,13,6,shrub,3,36.335,9.868
2013,5,2,14,6,shrub,3,33.001,10.449
2013,5,2,15,6,shrub,3,33.861,10.012
2013,5,2,16,6,shrub,3,28.444,11.434
2013,5,2,17,6,shrub,3,27.358,11.774
2013,5,2,18,6,shrub,3,24.919,12.627
2013,5,2,19,6,shrub,3,21.748,13.81
2013,5,2,20,6,shrub,3,18.105,15.205
2013,5,2,21,6,shrub,3,15.557,16.331
2013,5,2,22,6,shrub,3,10.736,17.744
2013,5,2,23,6,shrub,3,9.46,18.678
2013,4,27,9,1,shrub,4,28.692,
2013,4,27,10,1,shrub,4,37.398,
2013,4,27,11,1,shrub,4,42.445,
2013,4,27,12,1,shrub,4,44.999,
2013,4,27,13,1,shrub,4,43.951,
2013,4,27,14,1,shrub,4,39.829,
2013,4,27,15,1,shrub,4,36.769,
2013,4,27,16,1,shrub,4,35.77,
2013,4,27,17,1,shrub,4,39.262,
2013,4,27,18,1,shrub,4,35.395,
2013,4,27,19,1,shrub,4,29.54,
2013,4,27,20,1,shrub,4,22.13,
2013,4,27,21,1,shrub,4,19.484,
2013,4,27,22,1,shrub,4,18.866,
2013,4,27,23,1,shrub,4,18.866,
2013,4,28,0,2,shrub,4,16.915,
2013,4,28,1,2,shrub,4,15.031,
2013,4,28,2,2,shrub,4,14.697,
2013,4,28,3,2,shrub,4,15.175,
2013,4,28,4,2,shrub,4,14.577,
2013,4,28,5,2,shrub,4,14.721,
2013,4,28,6,2,shrub,4,14.792,
2013,4,28,7,2,shrub,4,17.32,
2013,4,28,8,2,shrub,4,26.158,
2013,4,28,9,2,shrub,4,33.287,
2013,4,28,10,2,shrub,4,39.177,
2013,4,28,11,2,shrub,4,43.768,
2013,4,28,12,2,shrub,4,46.545,
2013,4,28,13,2,shrub,4,44.781,
2013,4,28,14,2,shrub,4,42.09,
2013,4,28,15,2,shrub,4,39.008,
2013,4,28,16,2,shrub,4,37.535,
2013,4,28,17,2,shrub,4,41.327,
2013,4,28,18,2,shrub,4,37.7,
2013,4,28,19,2,shrub,4,31.408,
2013,4,28,20,2,shrub,4,24.05,
2013,4,28,21,2,shrub,4,22.657,
2013,4,28,22,2,shrub,4,21.175,
2013,4,28,23,2,shrub,4,19.77,
2013,4,29,0,3,shrub,4,19.77,
2013,4,29,1,3,shrub,4,19.103,
2013,4,29,2,3,shrub,4,18.224,
2013,4,29,3,3,shrub,4,17.415,
2013,4,29,4,3,shrub,4,16.32,
2013,4,29,5,3,shrub,4,14.984,
2013,4,29,6,3,shrub,4,13.161,
2013,4,29,7,3,shrub,4,18.01,
2013,4,29,8,3,shrub,4,27.308,
2013,4,29,9,3,shrub,4,34.019,
2013,4,29,10,3,shrub,4,40.114,
2013,4,29,11,3,shrub,4,43.89,
2013,4,29,12,3,shrub,4,48.338,
2013,4,29,13,3,shrub,4,46.481,
2013,4,29,14,3,shrub,4,43.013,
2013,4,29,15,3,shrub,4,40.057,
2013,4,29,16,3,shrub,4,38.84,
2013,4,29,17,3,shrub,4,42.297,
2013,4,29,18,3,shrub,4,38.282,
2013,4,29,19,3,shrub,4,32.665,
2013,4,29,20,3,shrub,4,27.161,
2013,4,29,21,3,shrub,4,23.04,
2013,4,29,22,3,shrub,4,24.026,
2013,4,29,23,3,shrub,4,22.896,
2013,4,30,0,4,shrub,4,20.341,
2013,4,30,1,4,shrub,4,19.103,
2013,4,30,2,4,shrub,4,18.247,
2013,4,30,3,4,shrub,4,17.51,
2013,4,30,4,4,shrub,4,16.892,
2013,4,30,5,4,shrub,4,15.557,
2013,4,30,6,4,shrub,4,15.629,
2013,4,30,7,4,shrub,4,19.127,
2013,4,30,8,4,shrub,4,28.097,
2013,4,30,9,4,shrub,4,34.757,
2013,4,30,10,4,shrub,4,38.476,
2013,4,30,11,4,shrub,4,41.356,
2013,4,30,12,4,shrub,4,44.38,
2013,4,30,13,4,shrub,4,43.586,
2013,4,30,14,4,shrub,4,40.717,
2013,4,30,15,4,shrub,4,38.644,
2013,4,30,16,4,shrub,4,38.198,
2013,4,30,17,4,shrub,4,40.92,
2013,4,30,18,4,shrub,4,35.716,
2013,4,30,19,4,shrub,4,31.714,
2013,4,30,20,4,shrub,4,28.369,
2013,4,30,21,4,shrub,4,26.329,
2013,4,30,22,4,shrub,4,24.629,
2013,4,30,23,4,shrub,4,22.753,
2013,5,1,0,5,shrub,4,20.507,
2013,5,1,1,5,shrub,4,18.319,
2013,5,1,2,5,shrub,4,17.51,
2013,5,1,3,5,shrub,4,16.249,
2013,5,1,4,5,shrub,4,15.485,
2013,5,1,5,5,shrub,4,13.882,
2013,5,1,6,5,shrub,4,16.32,
2013,5,1,7,5,shrub,4,18.557,
2013,5,1,8,5,shrub,4,23.833,
2013,5,1,9,5,shrub,4,28.493,
2013,5,1,10,5,shrub,4,32.691,
2013,5,1,11,5,shrub,4,33.678,
2013,5,1,12,5,shrub,4,35.958,
2013,5,1,13,5,shrub,4,37.893,
2013,5,1,14,5,shrub,4,34.097,
